[1012] (sup=11.050, per=403.000, score=0.453)
[160] (sup=4.680, per=899.000, score=0.392)
[1135] (sup=4.660, per=899.000, score=0.392)
[593] (sup=3.400, per=898.000, score=0.392)
[267] (sup=8.630, per=904.000, score=0.392)
[976] (sup=6.550, per=902.000, score=0.392)
[1068] (sup=7.940, per=904.000, score=0.392)
[718] (sup=7.810, per=905.000, score=0.392)
[228] (sup=5.410, per=903.000, score=0.392)
[996] (sup=6.010, per=905.000, score=0.392)
[1109] (sup=5.160, per=905.000, score=0.391)
[763] (sup=5.890, per=906.000, score=0.391)
[1538] (sup=7.680, per=908.000, score=0.391)
[1231] (sup=4.800, per=906.000, score=0.391)
[691] (sup=5.420, per=907.000, score=0.391)
[92] (sup=2.340, per=904.000, score=0.391)
[492] (sup=8.240, per=910.000, score=0.391)
[385] (sup=7.960, per=910.000, score=0.391)
[1069] (sup=5.900, per=908.000, score=0.391)
[1028] (sup=5.840, per=908.000, score=0.391)
[369] (sup=7.920, per=911.000, score=0.391)
[402] (sup=6.900, per=910.000, score=0.391)
[170] (sup=6.610, per=910.000, score=0.391)
[818] (sup=5.550, per=910.000, score=0.391)
[229] (sup=5.000, per=910.000, score=0.391)
[544] (sup=5.640, per=911.000, score=0.391)
[305] (sup=7.400, per=913.000, score=0.391)
[372] (sup=5.140, per=911.000, score=0.391)
[75] (sup=3.860, per=910.000, score=0.391)
[200] (sup=6.520, per=913.000, score=0.391)
[747] (sup=6.420, per=913.000, score=0.391)
[1376] (sup=8.580, per=916.000, score=0.391)
[1177] (sup=9.530, per=918.000, score=0.390)
[159] (sup=3.980, per=913.000, score=0.390)
[140] (sup=6.630, per=916.000, score=0.390)
[1061] (sup=4.590, per=914.000, score=0.390)
[1443] (sup=5.730, per=916.000, score=0.390)
[128] (sup=7.460, per=918.000, score=0.390)
[1459] (sup=9.280, per=920.000, score=0.390)
[252] (sup=5.040, per=916.000, score=0.390)
[992] (sup=6.360, per=918.000, score=0.390)
[1408] (sup=6.030, per=918.000, score=0.390)
[861] (sup=4.780, per=917.000, score=0.390)
[1450] (sup=4.720, per=917.000, score=0.390)
[1341] (sup=4.680, per=917.000, score=0.390)
[630] (sup=5.540, per=918.000, score=0.390)
[1206] (sup=6.360, per=919.000, score=0.390)
[693] (sup=5.340, per=918.000, score=0.390)
[1547] (sup=6.850, per=920.000, score=0.390)
[1482] (sup=1.740, per=915.000, score=0.390)
[750] (sup=4.490, per=918.000, score=0.390)
[1479] (sup=4.650, per=919.000, score=0.390)
[387] (sup=8.590, per=923.000, score=0.390)
[1064] (sup=5.530, per=920.000, score=0.390)
[296] (sup=6.290, per=921.000, score=0.390)
[1235] (sup=6.270, per=921.000, score=0.390)
[751] (sup=8.620, per=924.000, score=0.390)
[1240] (sup=6.540, per=922.000, score=0.390)
[459] (sup=7.880, per=924.000, score=0.389)
[1432] (sup=8.550, per=925.000, score=0.389)
[1395] (sup=5.520, per=922.000, score=0.389)
[933] (sup=7.320, per=924.000, score=0.389)
[353] (sup=5.160, per=922.000, score=0.389)
[1490] (sup=1.730, per=919.000, score=0.389)
[1165] (sup=7.150, per=926.000, score=0.389)
[454] (sup=5.850, per=925.000, score=0.389)
[710] (sup=4.540, per=924.000, score=0.389)
[1344] (sup=5.290, per=925.000, score=0.389)
[690] (sup=7.950, per=928.000, score=0.389)
[1451] (sup=9.510, per=930.000, score=0.389)
[1489] (sup=7.280, per=928.000, score=0.389)
[322] (sup=6.790, per=928.000, score=0.389)
[490] (sup=3.770, per=925.000, score=0.389)
[1035] (sup=6.700, per=928.000, score=0.389)
[1329] (sup=4.200, per=926.000, score=0.389)
[826] (sup=5.980, per=928.000, score=0.389)
[632] (sup=2.860, per=926.000, score=0.389)
[51] (sup=7.770, per=931.000, score=0.389)
[1297] (sup=3.530, per=927.000, score=0.389)
[276] (sup=7.850, per=932.000, score=0.389)
[283] (sup=8.110, per=933.000, score=0.388)
[1453] (sup=7.990, per=933.000, score=0.388)
[537] (sup=5.370, per=931.000, score=0.388)
[862] (sup=6.670, per=933.000, score=0.388)
[101] (sup=8.590, per=935.000, score=0.388)
[1349] (sup=5.470, per=932.000, score=0.388)
[525] (sup=5.190, per=933.000, score=0.388)
[448] (sup=10.000, per=938.000, score=0.388)
[989] (sup=7.660, per=936.000, score=0.388)
[1346] (sup=7.360, per=937.000, score=0.388)
[323] (sup=8.230, per=938.000, score=0.388)
[1338] (sup=7.160, per=937.000, score=0.388)
[1203] (sup=4.490, per=935.000, score=0.388)
[1475] (sup=5.130, per=937.000, score=0.388)
[1554] (sup=4.860, per=937.000, score=0.388)
[784] (sup=1.810, per=934.000, score=0.388)
[1079] (sup=5.610, per=938.000, score=0.388)
[726] (sup=6.300, per=939.000, score=0.387)
[368] (sup=6.990, per=940.000, score=0.387)
[320] (sup=7.580, per=942.000, score=0.387)
[590] (sup=5.400, per=940.000, score=0.387)
[1031] (sup=4.640, per=941.000, score=0.387)
[367] (sup=2.950, per=940.000, score=0.387)
[218] (sup=5.740, per=943.000, score=0.387)
[1162] (sup=6.360, per=944.000, score=0.387)
[1067] (sup=4.690, per=943.000, score=0.387)
[578] (sup=6.590, per=945.000, score=0.387)
[980] (sup=6.570, per=945.000, score=0.387)
[1540] (sup=6.770, per=946.000, score=0.387)
[1209] (sup=6.730, per=946.000, score=0.387)
[1420] (sup=4.700, per=944.000, score=0.387)
[190] (sup=6.100, per=946.000, score=0.387)
[29] (sup=6.330, per=947.000, score=0.387)
[1464] (sup=8.930, per=950.000, score=0.386)
[1524] (sup=5.680, per=947.000, score=0.386)
[1066] (sup=6.280, per=948.000, score=0.386)
[138] (sup=4.330, per=948.000, score=0.386)
[1471] (sup=5.510, per=950.000, score=0.386)
[1075] (sup=5.220, per=950.000, score=0.386)
[1302] (sup=4.440, per=950.000, score=0.386)
[1248] (sup=4.430, per=950.000, score=0.386)
[1379] (sup=4.350, per=950.000, score=0.386)
[766] (sup=5.990, per=952.000, score=0.386)
[681] (sup=5.400, per=952.000, score=0.386)
[971] (sup=4.300, per=951.000, score=0.386)
[912] (sup=5.870, per=953.000, score=0.386)
[1123] (sup=2.410, per=950.000, score=0.386)
[1465] (sup=8.120, per=956.000, score=0.386)
[1239] (sup=4.630, per=953.000, score=0.386)
[1462] (sup=2.020, per=952.000, score=0.385)
[1053] (sup=4.320, per=955.000, score=0.385)
[1114] (sup=5.530, per=957.000, score=0.385)
[317] (sup=2.470, per=955.000, score=0.385)
[1198] (sup=4.320, per=957.000, score=0.385)
[96] (sup=5.910, per=960.000, score=0.385)
[360] (sup=8.810, per=964.000, score=0.385)
[1266] (sup=5.440, per=962.000, score=0.385)
[596] (sup=3.310, per=960.000, score=0.385)
[284] (sup=9.890, per=967.000, score=0.385)
[1355] (sup=5.040, per=963.000, score=0.384)
[1523] (sup=3.970, per=962.000, score=0.384)
[926] (sup=7.550, per=966.000, score=0.384)
[1218] (sup=3.810, per=963.000, score=0.384)
[1100] (sup=3.540, per=963.000, score=0.384)
[627] (sup=5.990, per=966.000, score=0.384)
[822] (sup=3.890, per=964.000, score=0.384)
[821] (sup=4.710, per=965.000, score=0.384)
[299] (sup=5.300, per=966.000, score=0.384)
[484] (sup=7.260, per=968.000, score=0.384)
[712] (sup=5.720, per=967.000, score=0.384)
[1477] (sup=5.660, per=967.000, score=0.384)
[28] (sup=5.490, per=967.000, score=0.384)
[936] (sup=5.120, per=967.000, score=0.384)
[835] (sup=6.740, per=969.000, score=0.384)
[1048] (sup=8.620, per=971.000, score=0.384)
[280] (sup=3.680, per=967.000, score=0.384)
[542] (sup=7.620, per=971.000, score=0.384)
[1228] (sup=3.210, per=967.000, score=0.384)
[441] (sup=4.130, per=970.000, score=0.383)
[791] (sup=5.780, per=972.000, score=0.383)
[142] (sup=4.470, per=971.000, score=0.383)
[33] (sup=9.140, per=976.000, score=0.383)
[928] (sup=6.410, per=974.000, score=0.383)
[1247] (sup=7.070, per=975.000, score=0.383)
[914] (sup=5.440, per=974.000, score=0.383)
[622] (sup=7.890, per=978.000, score=0.383)
[465] (sup=5.640, per=976.000, score=0.383)
[1278] (sup=9.410, per=980.000, score=0.383)
[46] (sup=5.430, per=978.000, score=0.383)
[1433] (sup=4.180, per=977.000, score=0.383)
[1544] (sup=5.180, per=978.000, score=0.383)
[185] (sup=5.580, per=979.000, score=0.383)
[1242] (sup=6.560, per=980.000, score=0.383)
[1225] (sup=4.330, per=978.000, score=0.383)
[1399] (sup=8.200, per=982.000, score=0.383)
[20] (sup=8.360, per=983.000, score=0.382)
[1108] (sup=4.190, per=979.000, score=0.382)
[656] (sup=4.350, per=980.000, score=0.382)
[405] (sup=9.010, per=985.000, score=0.382)
[1303] (sup=5.810, per=982.000, score=0.382)
[564] (sup=7.780, per=984.000, score=0.382)
[565] (sup=4.200, per=981.000, score=0.382)
[399] (sup=6.370, per=984.000, score=0.382)
[880] (sup=5.260, per=983.000, score=0.382)
[676] (sup=7.000, per=985.000, score=0.382)
[467] (sup=5.510, per=984.000, score=0.382)
[977] (sup=3.470, per=982.000, score=0.382)
[574] (sup=6.590, per=986.000, score=0.382)
[1265] (sup=5.420, per=985.000, score=0.382)
[1509] (sup=5.890, per=986.000, score=0.382)
[1467] (sup=3.580, per=985.000, score=0.382)
[665] (sup=4.550, per=986.000, score=0.382)
[1313] (sup=6.450, per=988.000, score=0.382)
[1236] (sup=4.310, per=986.000, score=0.382)
[1539] (sup=5.580, per=988.000, score=0.381)
[1158] (sup=5.230, per=988.000, score=0.381)
[417] (sup=3.810, per=987.000, score=0.381)
[72] (sup=2.680, per=986.000, score=0.381)
[53] (sup=4.400, per=988.000, score=0.381)
[1008] (sup=2.900, per=987.000, score=0.381)
[187] (sup=5.880, per=990.000, score=0.381)
[285] (sup=6.570, per=991.000, score=0.381)
[812] (sup=7.340, per=992.000, score=0.381)
[210] (sup=4.260, per=989.000, score=0.381)
[102] (sup=7.120, per=992.000, score=0.381)
[10] (sup=7.720, per=993.000, score=0.381)
[860] (sup=7.840, per=994.000, score=0.381)
[909] (sup=5.120, per=992.000, score=0.381)
[273] (sup=5.650, per=993.000, score=0.381)
[147] (sup=5.760, per=994.000, score=0.381)
[698] (sup=6.480, per=995.000, score=0.381)
[1205] (sup=7.380, per=996.000, score=0.381)
[879] (sup=7.860, per=997.000, score=0.381)
[278] (sup=7.810, per=997.000, score=0.381)
[960] (sup=3.450, per=994.000, score=0.380)
[1126] (sup=6.060, per=997.000, score=0.380)
[1269] (sup=6.730, per=998.000, score=0.380)
[1498] (sup=5.190, per=997.000, score=0.380)
[403] (sup=6.570, per=999.000, score=0.380)
[309] (sup=5.000, per=998.000, score=0.380)
[1003] (sup=2.090, per=996.000, score=0.380)
[810] (sup=4.690, per=999.000, score=0.380)
[1086] (sup=7.380, per=1002.000, score=0.380)
[1044] (sup=6.170, per=1001.000, score=0.380)
[523] (sup=6.960, per=1002.000, score=0.380)
[866] (sup=4.020, per=1000.000, score=0.380)
[687] (sup=4.430, per=1001.000, score=0.380)
[509] (sup=5.430, per=1002.000, score=0.380)
[670] (sup=3.160, per=1000.000, score=0.380)
[1431] (sup=7.010, per=1004.000, score=0.380)
[451] (sup=5.850, per=1003.000, score=0.380)
[277] (sup=5.590, per=1003.000, score=0.380)
[464] (sup=7.330, per=1006.000, score=0.380)
[893] (sup=6.070, per=1005.000, score=0.379)
[1234] (sup=2.020, per=1001.000, score=0.379)
[680] (sup=3.700, per=1003.000, score=0.379)
[332] (sup=7.420, per=1007.000, score=0.379)
[155] (sup=7.020, per=1007.000, score=0.379)
[4] (sup=3.900, per=1005.000, score=0.379)
[359] (sup=2.600, per=1004.000, score=0.379)
[942] (sup=5.620, per=1008.000, score=0.379)
[1499] (sup=6.170, per=1010.000, score=0.379)
[849] (sup=5.630, per=1011.000, score=0.379)
[256] (sup=2.320, per=1008.000, score=0.379)
[628] (sup=4.300, per=1010.000, score=0.379)
[720] (sup=8.300, per=1014.000, score=0.379)
[1196] (sup=7.080, per=1013.000, score=0.379)
[1441] (sup=4.030, per=1010.000, score=0.379)
[460] (sup=3.910, per=1010.000, score=0.379)
[637] (sup=6.360, per=1013.000, score=0.379)
[1104] (sup=8.770, per=1016.000, score=0.378)
[1500] (sup=5.680, per=1013.000, score=0.378)
[1057] (sup=5.460, per=1013.000, score=0.378)
[199] (sup=3.330, per=1011.000, score=0.378)
[1215] (sup=5.890, per=1015.000, score=0.378)
[902] (sup=6.800, per=1016.000, score=0.378)
[1330] (sup=4.660, per=1014.000, score=0.378)
[453] (sup=1.740, per=1012.000, score=0.378)
[1418] (sup=8.490, per=1019.000, score=0.378)
[358] (sup=7.400, per=1018.000, score=0.378)
[58] (sup=6.230, per=1017.000, score=0.378)
[436] (sup=8.510, per=1020.000, score=0.378)
[463] (sup=3.880, per=1016.000, score=0.378)
[878] (sup=9.870, per=1022.000, score=0.378)
[1307] (sup=4.320, per=1018.000, score=0.378)
[1139] (sup=3.970, per=1018.000, score=0.378)
[275] (sup=5.810, per=1020.000, score=0.378)
[1023] (sup=3.800, per=1018.000, score=0.378)
[1033] (sup=4.260, per=1019.000, score=0.378)
[424] (sup=7.080, per=1022.000, score=0.378)
[1214] (sup=4.250, per=1020.000, score=0.377)
[1076] (sup=6.810, per=1023.000, score=0.377)
[294] (sup=5.290, per=1022.000, score=0.377)
[773] (sup=5.150, per=1022.000, score=0.377)
[149] (sup=7.640, per=1025.000, score=0.377)
[1356] (sup=4.870, per=1023.000, score=0.377)
[1152] (sup=5.370, per=1024.000, score=0.377)
[491] (sup=6.130, per=1025.000, score=0.377)
[195] (sup=5.600, per=1025.000, score=0.377)
[1360] (sup=4.070, per=1025.000, score=0.377)
[1063] (sup=4.010, per=1026.000, score=0.377)
[1507] (sup=4.990, per=1027.000, score=0.377)
[1445] (sup=5.680, per=1028.000, score=0.377)
[803] (sup=5.520, per=1028.000, score=0.377)
[115] (sup=6.110, per=1029.000, score=0.377)
[397] (sup=6.840, per=1030.000, score=0.377)
[1394] (sup=9.280, per=1033.000, score=0.376)
[288] (sup=5.160, per=1029.000, score=0.376)
[705] (sup=7.970, per=1032.000, score=0.376)
[1548] (sup=7.540, per=1033.000, score=0.376)
[83] (sup=7.490, per=1033.000, score=0.376)
[90] (sup=7.070, per=1033.000, score=0.376)
[1186] (sup=2.960, per=1029.000, score=0.376)
[1542] (sup=6.420, per=1033.000, score=0.376)
[851] (sup=5.360, per=1032.000, score=0.376)
[859] (sup=6.330, per=1033.000, score=0.376)
[1392] (sup=6.270, per=1033.000, score=0.376)
[885] (sup=7.220, per=1034.000, score=0.376)
[654] (sup=3.750, per=1031.000, score=0.376)
[613] (sup=4.080, per=1032.000, score=0.376)
[776] (sup=7.630, per=1036.000, score=0.376)
[605] (sup=5.370, per=1035.000, score=0.376)
[1350] (sup=7.750, per=1038.000, score=0.376)
[1481] (sup=4.560, per=1035.000, score=0.376)
[1043] (sup=8.170, per=1040.000, score=0.376)
[757] (sup=3.020, per=1035.000, score=0.375)
[1314] (sup=9.370, per=1042.000, score=0.375)
[852] (sup=9.360, per=1042.000, score=0.375)
[1102] (sup=5.270, per=1038.000, score=0.375)
[1308] (sup=11.760, per=1045.000, score=0.375)
[717] (sup=5.470, per=1039.000, score=0.375)
[1167] (sup=2.400, per=1036.000, score=0.375)
[1324] (sup=5.240, per=1039.000, score=0.375)
[118] (sup=4.800, per=1042.000, score=0.375)
[775] (sup=6.640, per=1044.000, score=0.375)
[556] (sup=5.500, per=1043.000, score=0.375)
[1051] (sup=3.440, per=1041.000, score=0.375)
[462] (sup=2.880, per=1041.000, score=0.375)
[1351] (sup=9.780, per=1048.000, score=0.375)
[761] (sup=7.670, per=1047.000, score=0.375)
[684] (sup=4.130, per=1044.000, score=0.375)
[357] (sup=8.900, per=1049.000, score=0.375)
[1325] (sup=6.650, per=1047.000, score=0.374)
[1042] (sup=5.130, per=1046.000, score=0.374)
[174] (sup=4.600, per=1047.000, score=0.374)
[1529] (sup=5.020, per=1048.000, score=0.374)
[1040] (sup=3.650, per=1047.000, score=0.374)
[616] (sup=5.420, per=1049.000, score=0.374)
[865] (sup=5.920, per=1050.000, score=0.374)
[1029] (sup=7.400, per=1052.000, score=0.374)
[1537] (sup=4.520, per=1050.000, score=0.374)
[351] (sup=5.800, per=1052.000, score=0.374)
[178] (sup=5.060, per=1052.000, score=0.374)
[550] (sup=6.180, per=1054.000, score=0.374)
[205] (sup=3.680, per=1052.000, score=0.374)
[846] (sup=4.420, per=1053.000, score=0.373)
[1188] (sup=3.410, per=1052.000, score=0.373)
[979] (sup=6.030, per=1055.000, score=0.373)
[631] (sup=9.660, per=1059.000, score=0.373)
[184] (sup=4.520, per=1054.000, score=0.373)
[639] (sup=7.380, per=1057.000, score=0.373)
[7] (sup=4.300, per=1054.000, score=0.373)
[966] (sup=6.020, per=1056.000, score=0.373)
[925] (sup=7.700, per=1058.000, score=0.373)
[771] (sup=4.670, per=1056.000, score=0.373)
[882] (sup=9.980, per=1062.000, score=0.373)
[18] (sup=3.300, per=1056.000, score=0.373)
[931] (sup=5.830, per=1061.000, score=0.373)
[1221] (sup=5.650, per=1062.000, score=0.373)
[109] (sup=4.030, per=1061.000, score=0.372)
[428] (sup=3.600, per=1061.000, score=0.372)
[1191] (sup=5.540, per=1063.000, score=0.372)
[600] (sup=6.860, per=1066.000, score=0.372)
[152] (sup=5.300, per=1067.000, score=0.372)
[60] (sup=5.130, per=1067.000, score=0.372)
[1151] (sup=4.900, per=1068.000, score=0.372)
[1557] (sup=3.720, per=1067.000, score=0.372)
[1496] (sup=6.700, per=1071.000, score=0.372)
[64] (sup=5.430, per=1070.000, score=0.372)
[1516] (sup=8.580, per=1074.000, score=0.371)
[429] (sup=3.960, per=1070.000, score=0.371)
[521] (sup=5.130, per=1072.000, score=0.371)
[1273] (sup=4.440, per=1072.000, score=0.371)
[216] (sup=5.140, per=1073.000, score=0.371)
[1367] (sup=5.460, per=1075.000, score=0.371)
[847] (sup=3.880, per=1074.000, score=0.371)
[157] (sup=5.340, per=1076.000, score=0.371)
[1095] (sup=5.570, per=1077.000, score=0.371)
[644] (sup=5.380, per=1077.000, score=0.371)
[951] (sup=7.100, per=1081.000, score=0.370)
[1147] (sup=6.760, per=1081.000, score=0.370)
[1295] (sup=1.570, per=1076.000, score=0.370)
[255] (sup=5.030, per=1080.000, score=0.370)
[1320] (sup=6.890, per=1082.000, score=0.370)
[1528] (sup=4.540, per=1080.000, score=0.370)
[1129] (sup=4.090, per=1080.000, score=0.370)
[1290] (sup=5.010, per=1081.000, score=0.370)
[201] (sup=4.960, per=1081.000, score=0.370)
[516] (sup=6.920, per=1084.000, score=0.370)
[389] (sup=7.350, per=1085.000, score=0.370)
[908] (sup=7.120, per=1085.000, score=0.370)
[321] (sup=7.610, per=1087.000, score=0.370)
[910] (sup=6.240, per=1086.000, score=0.370)
[2] (sup=2.920, per=1083.000, score=0.370)
[1455] (sup=4.690, per=1085.000, score=0.370)
[612] (sup=5.240, per=1087.000, score=0.369)
[1428] (sup=4.090, per=1086.000, score=0.369)
[825] (sup=7.830, per=1090.000, score=0.369)
[393] (sup=6.770, per=1089.000, score=0.369)
[1534] (sup=6.620, per=1089.000, score=0.369)
[1081] (sup=8.670, per=1092.000, score=0.369)
[120] (sup=4.530, per=1088.000, score=0.369)
[1396] (sup=4.400, per=1089.000, score=0.369)
[869] (sup=4.990, per=1091.000, score=0.369)
[1107] (sup=7.930, per=1094.000, score=0.369)
[215] (sup=2.940, per=1090.000, score=0.369)
[603] (sup=5.470, per=1093.000, score=0.369)
[1393] (sup=5.020, per=1093.000, score=0.369)
[297] (sup=5.810, per=1094.000, score=0.369)
[413] (sup=5.790, per=1096.000, score=0.368)
[364] (sup=3.540, per=1094.000, score=0.368)
[362] (sup=8.470, per=1099.000, score=0.368)
[1132] (sup=5.910, per=1097.000, score=0.368)
[658] (sup=4.530, per=1096.000, score=0.368)
[1515] (sup=4.530, per=1096.000, score=0.368)
[506] (sup=6.340, per=1098.000, score=0.368)
[947] (sup=7.190, per=1099.000, score=0.368)
[1128] (sup=3.600, per=1096.000, score=0.368)
[1192] (sup=4.590, per=1097.000, score=0.368)
[1466] (sup=4.020, per=1097.000, score=0.368)
[409] (sup=5.890, per=1099.000, score=0.368)
[1284] (sup=4.960, per=1099.000, score=0.368)
[1401] (sup=7.340, per=1102.000, score=0.368)
[642] (sup=4.340, per=1100.000, score=0.368)
[1252] (sup=6.140, per=1102.000, score=0.368)
[759] (sup=5.100, per=1101.000, score=0.368)
[1006] (sup=7.660, per=1104.000, score=0.368)
[1437] (sup=7.170, per=1104.000, score=0.368)
[646] (sup=3.170, per=1104.000, score=0.367)
[1317] (sup=6.100, per=1107.000, score=0.367)
[1382] (sup=4.300, per=1106.000, score=0.367)
[1208] (sup=6.010, per=1108.000, score=0.367)
[77] (sup=5.850, per=1108.000, score=0.367)
[1397] (sup=7.640, per=1110.000, score=0.367)
[985] (sup=5.470, per=1108.000, score=0.367)
[729] (sup=7.480, per=1111.000, score=0.367)
[52] (sup=4.010, per=1109.000, score=0.367)
[1334] (sup=3.750, per=1109.000, score=0.367)
